,도소매업생산지수,음식숙박업생산지수,금융보험생산지수,부동산및임대업생산지수,운수보관생산지수,정보통신업,보건및사회복지업생산지수,사업서비스업생산지수,수신,여신,실업률,여수신,광공업생산지수,건설업생산지수,KOSPI,interest,gdpRate,CPI,export,import,label
2001-01-31,0.043740573152337925,0.03672316384180774,0.09854014598540162,0.17624521072796928,0.0356589147286821,0.18095238095238098,-0.1899441340782122,0.024793388429752206,0.24816957356290015,0.21684279980805288,-0.10526315789473695,0.31454004710356,-0.042,0.062000000000000006,-0.42365627227158775,0.08449999999999999,0.012,0.034,0.04,-0.013,2.0
2001-02-28,0.026856240126382325,0.08512820512820518,0.0034246575342467,0.008083140877598094,0.03535353535353547,0.1962174940898347,-0.059561128526645746,0.06779661016949134,0.19303114586743253,0.20676141393579983,-0.03508771929824561,0.16706075062245818,0.055,0.09699999999999999,-0.35972517034139884,0.0834,0.012,0.036,0.053,0.059,1.0
2001-03-31,0.04748201438848909,0.09911678115799805,-0.10759493670886078,-0.06500445235975061,0.04552352048558417,0.20219780219780237,-0.13931888544891635,0.07056798623063676,0.18506931227001644,0.1768227610787203,0.0,0.20119274043943736,0.015,0.027999999999999997,-0.4980228487054559,0.08259999999999999,0.012,0.04,-0.021,-0.089,3.0
2001-04-30,0.04678362573099393,0.09756097560975618,0.05128205128205132,-0.06114551083591324,0.03664122137404591,0.19770114942528738,-0.0838323353293412,0.09315589353612164,0.18774653830222943,0.15524155367444603,-0.08888888888888902,0.2539568593767334,0.045,0.057999999999999996,-0.2282434980573953,0.081,0.013000000000000001,0.048,-0.104,-0.16,3.0
2001-05-31,0.05882352941176472,0.0861244019138756,0.05190311418685112,-0.047040971168437196,0.04484304932735417,0.19999999999999996,-0.1504424778761061,0.044374009508716394,0.17867249397359553,0.14500981514144717,-0.09756097560975596,0.24944786968028443,0.017,0.023,-0.178622930386096,0.0799,0.013000000000000001,0.053,-0.091,-0.13,3.0
2001-06-30,0.06794682422451981,0.07942583732057407,-0.09748427672955984,0.057536466774716244,0.047112462006079214,0.15537848605577675,-0.11764705882352944,0.0587248322147651,0.16905485936010445,0.1363863507186578,-0.07692307692307687,0.2341309754075711,0.011000000000000001,-0.039,-0.3220111264961023,0.0789,0.013000000000000001,0.05,-0.152,-0.111,3.0
2001-07-31,0.055722891566264865,0.06679389312977091,-0.059016393442622994,-0.062036412677006214,0.030303030303030276,0.11860940695296529,-0.07744107744107742,0.04370629370629375,0.164848804169194,0.12163524633834166,-0.09999999999999998,0.2554224105334948,-0.040999999999999995,-0.063,-0.2651373264329582,0.07780000000000001,0.013999999999999999,0.048,-0.212,-0.188,3.0
2001-08-31,0.05580693815987936,0.06915887850467306,0.0034602076124568004,-0.003918495297805635,0.04268292682926855,0.0722433460076044,0.4182692307692306,0.007042253521126751,0.16107049405007556,0.11878207305359356,-0.12195121951219501,0.24880134865478554,-0.036000000000000004,0.098,-0.2337020055426402,0.0751,0.013999999999999999,0.047,-0.204,-0.156,3.0
2001-09-30,0.10245310245310257,0.07556427870461224,0.03956834532374098,0.12161051766639264,0.03134796238244508,0.12055335968379444,0.17153284671532854,0.040885860306643984,0.18064802276887604,0.1331242359523801,-0.17500000000000004,0.2819012333218387,0.044000000000000004,0.257,-0.24560451483107837,0.0726,0.013999999999999999,0.033,-0.177,-0.119,2.0
2001-10-31,0.06628242074927937,0.05273069679849329,0.02768166089965396,0.15308453922315302,-0.010401188707280906,0.1279999999999999,0.04529616724738683,0.025295109612141653,0.15580221086903578,0.12859694857431458,-0.10810810810810823,0.21347879775786405,-0.03,0.075,0.04434868953180615,0.0707,0.018000000000000002,0.034,-0.207,-0.184,2.0
2001-11-30,0.08085106382978724,0.07383177570093458,0.08996539792387548,0.21742957746478897,0.0,0.1414728682170543,-0.024054982817869552,0.028911564625850428,0.1481229637448498,0.1369981613693112,-0.1282051282051282,0.17140152270630038,0.025,0.166,0.23462812434283897,0.0692,0.018000000000000002,0.034,-0.176,-0.186,2.0
2001-12-31,0.10124826629681016,0.06638297872340426,0.05161290322580658,0.06036931818181812,-0.0014409221902018654,0.07796610169491536,0.0766550522648084,0.048169556840077066,0.1302553065668226,0.1498673923542193,-0.15909090909090917,0.09324785001563374,0.015,0.187,0.3182339468882276,0.0684,0.018000000000000002,0.032,-0.204,-0.142,2.0
2002-01-31,0.09682080924855496,0.08356039963669404,0.09302325581395343,0.25732899022801314,0.08682634730538918,0.157258064516129,0.10344827586206895,0.05241935483870974,0.19488769463965827,0.2262202181561177,-0.196078431372549,0.13343863017018043,0.14,0.198,0.19115379395167853,0.0683,0.025,0.026,-0.1,-0.089,2.0
2002-02-28,0.0984615384615386,0.027410207939508657,0.06825938566552892,0.2394043528064147,0.06504065040650397,0.1264822134387351,-0.029999999999999916,0.08928571428571419,0.22330263815207885,0.25168769171785255,-0.25454545454545463,0.16778676017012417,-0.009000000000000001,0.19399999999999998,0.34954531129566924,0.0671,0.025,0.026,-0.175,-0.178,2.0
2002-03-31,0.10851648351648358,0.07767857142857149,0.25886524822695045,0.11809523809523825,0.07692307692307687,0.10237659963436907,0.06474820143884896,0.059485530546623755,0.23586527361852339,0.2890576086378738,-0.2549019607843137,0.1339750667777957,0.069,0.079,0.5374696024410772,0.0672,0.025,0.023,-0.062,-0.074,2.0
2002-04-30,0.10474860335195535,0.09066666666666667,0.2195121951219512,0.05935696619950548,0.09572901325478633,0.1401151631477926,0.0980392156862746,0.0678260869565217,0.20889723687941397,0.2991040427051952,-0.1707317073170731,0.03961739668491693,0.105,0.046,0.377717801701289,0.0675,0.018000000000000002,0.025,0.088,0.12,1.0
2002-05-31,0.09485094850948506,0.1127753303964758,0.1546052631578949,0.1950636942675159,0.06866952789699576,0.15760869565217384,0.03819444444444442,0.050075872534142585,0.21989050322138315,0.30588361422016375,-0.16216216216216217,0.05420357768872619,0.085,0.021,0.2631079604636968,0.06730000000000001,0.018000000000000002,0.03,0.065,0.099,1.0
2002-06-30,0.06224066390041494,0.10106382978723416,0.16724738675958184,0.0988505747126438,0.03338171262699552,0.1396551724137931,0.050000000000000044,0.06814580031695727,0.20095780431389154,0.32150569069567614,-0.19444444444444453,-0.0201564151247563,0.021,0.094,0.22153920636038116,0.0671,0.018000000000000002,0.026,-0.003,0.018,1.0
2002-07-31,0.08273894436519269,0.10107334525939171,0.26132404181184676,0.21567217828900076,0.07941176470588251,0.15904936014625215,0.17153284671532854,0.14907872696817415,0.19116797151588227,0.3213388862216078,-0.16666666666666674,-0.052589178952393234,0.10400000000000001,0.157,0.28202025203246084,0.0672,0.02,0.021,0.176,0.173,1.0
2002-08-31,0.07714285714285718,0.06293706293706292,0.18965517241379315,0.1132966168371361,0.067251461988304,0.13120567375886516,-0.0711864406779662,0.14160839160839145,0.19057837680093415,0.32825524388555505,-0.11111111111111105,-0.06530613819182796,0.08800000000000001,-0.025,0.30078590022491447,0.0665,0.02,0.024,0.186,0.134,1.0
2002-09-30,0.03795811518324599,0.054744525547445244,0.19031141868512114,0.04908424908424891,0.1170212765957448,0.11463844797178124,0.0778816199376946,0.07201309328968897,0.1857829902814232,0.32581522322939827,-0.18181818181818177,-0.07794045521127613,0.017,-0.098,0.29833022123935216,0.0664,0.02,0.031,0.1169999999999999,0.109,1.0
2002-10-31,0.09189189189189184,0.07871198568872995,0.21212121212121215,0.12351387054161145,0.13813813813813813,0.12056737588652489,0.06000000000000005,0.06743421052631593,0.20752456752640303,0.3371611509800443,-0.1515151515151515,-0.04808722786369257,0.138,0.079,0.20309677174731355,0.067,0.011000000000000001,0.0279999999999999,0.248,0.201,1.0
2002-11-30,0.0734908136482939,0.04699738903394257,0.11746031746031749,0.07230657989877076,0.06578947368421062,0.0611205432937183,0.08450704225352124,0.05785123966942152,0.21202814052135466,0.3223464964123304,-0.1470588235294118,-0.012032486180319713,0.09300000000000001,0.065,0.11836781107524885,0.0665,0.011000000000000001,0.035,0.231,0.213,1.0
