,CDS_premium_AA,CDS_premium_BBB,spread_3y,bond_spread,CD_3mon,CP_3mon,credit_int_rate,deposit_int_rate,credit_deposit_spread,overnight_rate
2001-01-01,0.01757368421052632,0.056478947368421066,0.007526315789473685,0.006599999999999999,0.06439473684210525,0.06975263157894737,0.08449999999999999,0.0666,0.0179,0.05269473684210527
2001-02-01,0.013665,0.062185000000000004,0.0035399999999999997,0.009805,0.057275,0.06281,0.0834,0.0609,0.0225,0.05083
2001-03-01,0.013166666666666672,0.06219047619047619,0.008423809523809524,0.01155714285714286,0.056814285714285706,0.06137142857142857,0.08259999999999999,0.0582,0.0244,0.04987142857142859
2001-04-01,0.013194999999999998,0.060375,0.01583,0.01153,0.05841,0.061405,0.081,0.05740000000000001,0.0236,0.04984
2001-05-01,0.01241818181818182,0.057786363636363636,0.01458636363636364,0.01113181818181818,0.058550000000000005,0.06133636363636364,0.0799,0.0576,0.0223,0.04979545454545454
2001-06-01,0.01194,0.053915,0.01047,0.011040000000000001,0.05648500000000001,0.057859999999999995,0.0789,0.057,0.0219,0.049795
2001-07-01,0.012457142857142861,0.053719047619047625,0.009676190476190475,0.010747619047619051,0.05322380952380952,0.05501904761904762,0.07780000000000001,0.055700000000000006,0.0221,0.04788095238095238
2001-08-01,0.01357727272727273,0.05490454545454546,0.005890909090909092,0.0113,0.04917272727272728,0.050627272727272736,0.0751,0.0518,0.0233,0.04561818181818183
2001-09-01,0.014325000000000001,0.056174999999999996,0.005895,0.013080000000000001,0.046659999999999986,0.04850499999999999,0.0726,0.049,0.0236,0.042795000000000014
2001-10-01,0.015695,0.05710500000000001,0.00743,0.017995,0.04353499999999998,0.045805,0.0707,0.045700000000000005,0.025,0.04004
2001-11-01,0.01440454545454545,0.05549090909090909,0.01354090909090909,0.015281818181818181,0.04537727272727273,0.04713181818181818,0.0692,0.0458,0.0234,0.03982727272727273
2001-12-01,0.011775,0.053119999999999994,0.019295,0.010815,0.04846500000000001,0.05039,0.0684,0.0464,0.022000000000000002,0.039535
2002-01-01,0.0099,0.05145909090909091,0.02085909090909091,0.010154545454545449,0.047890909090909095,0.04951818181818182,0.0683,0.0472,0.0211,0.03955909090909091
2002-02-01,0.009729411764705882,0.05130588235294118,0.01914117647058823,0.01078823529411765,0.04533529411764706,0.04680588235294117,0.0671,0.0464,0.0207,0.039764705882352945
2002-03-01,0.007529999999999999,0.048435000000000006,0.023115,0.0087,0.046415,0.048315000000000004,0.0672,0.047,0.0202,0.039915
