index,bank_int_spread,m1_rate,m2_rate,lf_rate,liquidity,nonbank_deposit,deposit,nonbank_loan_rate,krw_deposit,sup_CD,finan_bonds,comp_loan,simple_loan,mortgage_loan,money_mort_loan
2009-03-01,0.0253,0.14300000000000002,0.111,0.084,0.102,0.11323982789296817,0.1301686007322078,0.0645,0.1301686007322078,-0.06571719434277384,0.12450817431098081,0.05480000000000001,0.06620000000000001,0.0543,0.0649
2009-04-01,0.0252,0.174,0.106,0.077,0.091,0.103898738582181,0.11801180490742554,0.0639,0.11801180490742554,-0.040078714302468274,0.06500296385311838,0.0543,0.068,0.053,0.0608
2009-05-01,0.0258,0.17,0.099,0.073,0.091,0.0981429840081087,0.11549822151118105,0.0669,0.11549822151118105,-0.04044583665209861,0.08033695391239423,0.0543,0.0671,0.0525,0.0602
2009-06-01,0.025099999999999997,0.185,0.096,0.07,0.094,0.08390134161808432,0.12070303315875187,0.0649,0.12070303315875187,-0.05139119066006318,0.09028706747997302,0.0553,0.068,0.0525,0.060599999999999994
2009-07-01,0.026099999999999998,0.185,0.09699999999999999,0.077,0.094,0.08248730216185018,0.11747189913916918,0.0789,0.11747189913916918,-0.03942596585570266,0.08391470828541996,0.0553,0.0706,0.0529,0.0611
2009-08-01,0.025400000000000002,0.185,0.1,0.08,0.085,0.071771743905747,0.12095833094081487,0.0667,0.12095833094081487,-0.035620790399214244,0.037126997577877775,0.055999999999999994,0.0616,0.0545,0.0601
2009-09-01,0.024900000000000002,0.195,0.1,0.077,0.09699999999999999,0.09301123312202036,0.12963750721752845,0.0677,0.12963750721752845,0.00201194293872867,0.029612544561003748,0.057800000000000004,0.06860000000000001,0.057699999999999994,0.06
2009-10-01,0.023700000000000002,0.196,0.105,0.078,0.102,0.09626897580036718,0.10314978756890732,0.068,0.10314978756890732,0.017591825946294135,-0.0647104254887814,0.0584,0.0719,0.059000000000000004,0.0582
2009-11-01,0.0233,0.17300000000000001,0.09699999999999999,0.076,0.1,0.08786591091311732,0.10050875609736457,0.0644,0.10050875609736457,0.0362594578879975,-0.09049904243321552,0.0584,0.0712,0.0587,0.0558
2009-12-01,0.0211,0.16399999999999998,0.09300000000000001,0.081,0.10800000000000001,0.06009952570109472,0.10675279754107597,0.0713,0.10675279754107597,-0.02391624519634679,-0.10161461212786391,0.0579,0.06910000000000001,0.059000000000000004,0.05480000000000001
2010-01-01,0.0207,0.15,0.09300000000000001,0.081,0.10400000000000001,0.04994739027090942,0.1398728626893964,0.0654,0.1398728626893964,-0.04620481544773672,-0.09998086612600254,0.0592,0.0688,0.0588,0.0543
2010-02-01,0.022400000000000003,0.159,0.094,0.086,0.10099999999999999,0.04556521868213174,0.1338980872523079,0.0468,0.1338980872523079,-0.06429149848407718,-0.09029122350632016,0.058300000000000005,0.059500000000000004,0.0575,0.054400000000000004
2010-03-01,0.0242,0.126,0.09300000000000001,0.08800000000000001,0.10300000000000001,0.06210582381710731,0.1424316160475124,0.0613,0.1424316160475124,-0.14774816287104897,-0.10032924831095348,0.05740000000000001,0.0663,0.0547,0.0542
2010-04-01,0.026000000000000002,0.10800000000000001,0.094,0.09,0.09699999999999999,0.0537620170023212,0.14274055666269717,0.061200000000000004,0.14274055666269717,-0.2867520023282932,-0.10077564172896088,0.055099999999999996,0.0666,0.0507,0.052000000000000005
2010-05-01,0.025099999999999997,0.109,0.09300000000000001,0.08900000000000001,0.094,0.06287582908296672,0.1674643229122203,0.059699999999999996,0.1674643229122203,-0.3876670553724441,-0.10062513081122496,0.05480000000000001,0.0632,0.0478,0.0521
2010-06-01,0.0232,0.105,0.09699999999999999,0.09300000000000001,0.092,0.06616522792920387,0.16741291079569595,0.0644,0.16741291079569595,-0.5025740886119059,-0.11260756960364662,0.054000000000000006,0.0664,0.046200000000000005,0.0533
2010-07-01,0.0229,0.111,0.09300000000000001,0.08800000000000001,0.091,0.05916899642545443,0.18188164964569029,0.06559999999999999,0.18188164964569029,-0.6104058596752066,-0.11389204013793433,0.0545,0.06730000000000001,0.047,0.0542
