,export,import,exp_price_index,imp_price_idx,dollar,bis_rate,finance_balance,capital_balance,current_balance
2014-09-01,0.06261367457456113,0.07622155962168686,-0.016673866090712863,-0.0885687293339632,0.04063116370808695,-0.019943298465148307,0.15239700923618238,-0.8,-0.05466569823005474
2014-10-01,0.022784508167552397,-0.03305653378120266,-0.03531951640759923,-0.07592383411328063,0.01260424564063678,-0.011970074812967524,-0.2896421147949211,-0.44999999999999996,-0.19764080566952635
2014-11-01,-0.027130471565531833,-0.04089493281155676,-0.05115754790600879,-0.07983465715675153,0.036874122601778136,-0.020696617869762846,0.23593781959500926,0.0,0.7962353180799784
2014-12-01,0.030843603412118226,-0.009949903030777918,-0.08536585365853655,-0.13039967702866373,-0.007762433432620286,0.03422680412371126,0.2319957357559186,-0.4473684210526315,0.08648243051231708
2015-01-01,-0.009970295633643378,-0.1220888216342314,-0.10686624314681059,-0.19396098113818516,-0.005276084781224433,0.005980861244019309,0.6647608157042122,3.333333333333334,2.8504652554823964
2015-02-01,-0.03354662774646611,-0.19170090577252563,-0.10332231692468274,-0.17841091492776884,0.004481024234110675,0.004855330955211956,0.03509369149117236,-1.4857142857142858,0.2750961038961037
2015-03-01,-0.0456873286027879,-0.1552446378214467,-0.10286412853650029,-0.17135941912061325,0.010105608157319645,-0.00029582881372647307,1.1388280336062961,1.8076923076923075,0.5788154234327489
2015-04-01,-0.08047985646695255,-0.17471010881201943,-0.09818850091887643,-0.17089916452973786,-0.03343848580441633,0.019135924245413216,0.523959913899573,-4.346153846153846,0.05033815722492929
2015-05-01,-0.11034432198308175,-0.15414388594604378,-0.09320998429045191,-0.14583859294790857,0.033383066020141516,-0.02448703058459145,-0.19014638207339907,-0.627906976744186,-0.13002415749374185
2015-06-01,-0.026620488972198153,-0.1383823871435752,-0.10406532314107009,-0.14052370127136482,0.006587258617577918,-0.008135727750768873,0.017196965840248435,4.884615384615384,0.4862269591185253
2015-07-01,-0.05204484348934313,-0.15735352820722948,-0.12598561649770368,-0.13973762166737203,0.04885701479157345,-0.03501050315094534,0.876031941979786,3.746031746031746,0.5111311866812931
2015-08-01,-0.15183731283495816,-0.18741191229576815,-0.14427341507957203,-0.13634812286689435,0.010683760683760646,0.003939048408831747,0.03242329560006141,-0.8660714285714286,0.1951014880996189
2015-09-01,-0.08459905243868016,-0.2182702469578166,-0.14628360569319965,-0.1310356741815668,0.0023678646934459646,-0.0005162622612286949,0.3477641371414031,-2.6923076923076925,0.4288621995767452
2015-10-01,-0.1603429334629617,-0.1663236949843394,-0.13669322352519908,-0.14878197852091157,-0.03813380578756431,0.038739669421487655,0.626386997711273,3.909090909090909,0.11116276367017264
2015-11-01,-0.04978592368231083,-0.1764150446406565,-0.13131682354016272,-0.15608209283889718,0.015788088764143504,-0.0017901541521631037,-0.26572196938353343,-24.5,-0.08079223638579947
2015-12-01,-0.14317300547455447,-0.19238453673404288,-0.11583924349881802,-0.11996285979572885,0.012434159399015599,-0.015343230048819434,-0.18831828442437937,-1.0476190476190477,0.1817821142034266
2016-01-01,-0.19609561509379736,-0.2026606657710296,-0.10776576049887954,-0.0627699106156473,0.02268656716417916,-0.01730243853081037,0.2874833047128411,-0.8,0.03411531938948542
2016-02-01,-0.13376795067325953,-0.1422127201829645,-0.11629485935984474,-0.07404513040929961,0.031356850971562045,-0.03315485996705103,0.4116152178787653,0.3529411764705881,0.29188123329639537
2016-03-01,-0.08159070722234707,-0.13359457162727129,-0.10239439361495017,-0.0762340570538409,-0.07536185008490337,0.06198083067092641,0.1985043308770149,-0.5616438356164384,0.13945602622547737
2016-04-01,-0.11121080164305552,-0.14448464528641392,-0.10053372149442019,-0.07073730420033919,-0.003672933974639414,-0.008724428399518702,-0.8151432706222865,-0.425287356321839,-0.420585465824748
2016-05-01,-0.06127289777515044,-0.08363964283930547,-0.10519730510105885,-0.05054187192118231,0.045993153690862876,-0.02185128983308038,0.4600876629402777,-1.625,0.31816354224254906
2016-06-01,-0.028900335159779966,-0.07399687275929401,-0.09656777196044208,-0.04868730407523503,-0.03348158093479914,0.02554555796876623,0.0925288276745675,-0.803921568627451,0.07478650984739565
